Name,Rank,Affiliation,Web of Science Documents,Category Normalized Citation Impact,Times Cited,% Docs Cited
"Davies, Jackie A.",2030,Physical Research Laboratory - India,1,0.69,8,100.0
"Kumar, Brijesh",2030,Indian Institute of Technology (IIT) - Bombay,1,0.49,8,100.0
"Kumar, Brijesh",2030,Indian Institute of Technology (IIT) - Gandhinagar,1,0.49,8,100.0
"Nade, D. P.",2030,Shivaji University,3,0.32,8,66.67
"Dey, S.",2030,Bose Institute,1,0.46,8,100.0
"Modi, K. V.",2030,Indian Institute of Technology (IIT) - Delhi,6,0.12,8,66.67
"Chaware, Laxmikant",2030,Pt. Ravishankar Shukla University,2,0.35,8,100.0
"Sultana, Tazmin",2030,Gauhati University,2,0.56,8,100.0
"Prakash, Rishi",2134,Indian Institute of Technology (IIT) - Roorkee,1,0.32,7,100.0
"Kulkarni, Samridhi",2134,Pt. Ravishankar Shukla University,1,0.6,7,100.0
"Mohapatra, S.",2134,Indian Institute of Technology (IIT) - Guwahati,1,0.39,7,100.0
"Das, T.",2134,University of Calcutta,1,0.4,7,100.0
"Singh, R.",2134,Indian Institute of Geomagnetism,2,0.23,7,50.0
"Chitta, Lakshmi Pradeep",2134,Indian Institute of Astrophysics,2,0.18,7,50.0
"Sharma, S. K.",2134,Tata Institute of Fundamental Research,2,0.21,7,100.0
"Ambika, G.",2134,Indian Institute of Science Education & Research (IISER) - Pune,2,0.16,7,50.0
"Gaffar, Firdous",2134,Pt. Ravishankar Shukla University,1,0.26,7,100.0
"De, Tuli",2134,University of Calcutta,1,0.37,7,100.0
"Krishnakumar, E.",2134,Tata Institute of Fundamental Research,1,0.45,7,100.0
Shivani,2134,Lucknow University,3,0.18,7,100.0
"Elamathi, E.",2134,Tata Institute of Fundamental Research,1,0.6,7,100.0
"Shankar, N. Udaya",2134,Indian Institute of Science (IISC) - Bangalore,1,0.98,7,100.0
"Yogendran, K. P.",2134,Indian Institute of Science Education & Research (IISER) - Mohali,2,0.33,7,100.0
"Misra, Alka",2134,Lucknow University,3,0.18,7,100.0
"Basu, A.",2134,Tata Institute of Fundamental Research,1,0.6,7,100.0
"Kumar, Narinder",2134,Dr B R Ambedkar National Institute of Technology Jalandhar,1,0.68,7,100.0
"Mondal, Rajesh",2134,Indian Institute of Technology (IIT) - Kharagpur,1,0.98,7,100.0
"Giri, Pulak Ranjan",2134,Saha Institute of Nuclear Physics,1,0.44,7,100.0
"Vijayan, S.",2134,Anna University Chennai,2,0.24,7,100.0
"Mishra, Sanjay K.",2134,Institute for Plasma Research (IPR),1,0.45,7,100.0
"Sen, Asoke Kumar",2134,Assam University,1,0.28,7,100.0
"Satyanarayana, B.",2134,Tata Institute of Fundamental Research,2,0.22,7,100.0
"Chaudhuri, Anya",2134,Tata Institute of Fundamental Research,2,0.18,7,100.0
"Bera, Apurba",2134,Indian Institute of Technology (IIT) - Kharagpur,1,0.98,7,100.0
"Pathania, Ankush",2134,Thapar University,3,0.09,7,66.67
"Modgil, Moninder S.",2134,Indian Institute of Technology (IIT) - Kanpur,1,0.48,7,100.0
"Acharyya, Ayan",2134,Indian Institute of Technology (IIT) - Kharagpur,1,0.98,7,100.0
"Baug, Tapas",2134,Physical Research Laboratory - India,4,0.08,7,75.0
"Rahman, M. Azizur",2134,North Eastern Hill University,2,0.3,7,100.0
"Sreekumar, P.",2134,Indian Institute of Astrophysics,3,0.24,7,100.0
"Chaubey, Raghavendra",2134,Banaras Hindu University,2,0.22,7,100.0
"Lalitha, S.",2134,Tata Institute of Fundamental Research,2,0.33,7,100.0
"Moharana, Reetanjali",2134,Indian Institute of Technology (IIT) - Bombay,3,0.13,7,100.0
"Chowdhury, Sutirtha Roy",2134,Raman Research Institute,1,0.32,7,100.0
"Pant, Tarun",2134,Vikram Sarabhai Space Center (VSSC),1,0.35,7,100.0
"Vani, K.",2134,Anna University Chennai,2,0.24,7,100.0
"Nagesh, B. K.",2134,Tata Institute of Fundamental Research,2,0.21,7,100.0
"Raju, Selvendran",2134,Indian Institute of Astrophysics,1,0.37,7,100.0
"Pathak, Nagendra P.",2134,Indian Institute of Technology (IIT) - Roorkee,1,0.32,7,100.0
"Jithesh, V.",2134,University of Calicut,4,0.1,7,75.0
"Rawat, Abhishek",2134,Inter-University Centre for Astronomy & Astrophysics,1,0.28,7,100.0
"Kundu, S.",2134,Tata Institute of Fundamental Research,1,0.45,7,100.0
"Davis, D.",2134,Tata Institute of Fundamental Research,1,0.45,7,100.0
"Belur, Ravindra",2134,Indian Institute of Astrophysics,1,0.37,7,100.0
"Sundaresan, Santosh",2134,Indian Institute of Science Education & Research (IISER) - Kolkata,1,1.07,7,100.0
"Singh, Amresh",2134,Lucknow University,3,0.18,7,100.0
"Pons, Josep M.",2134,Inter-University Centre for Astronomy & Astrophysics,1,0.45,7,100.0
"Borgohain, A.",2134,Dibrugarh University,2,0.14,7,50.0
"Majumder, Saonli Datta",2134,Assam University,1,0.28,7,100.0
"rao, M. Srinivasa",2134,Indian Institute of Astrophysics,5,0.07,7,60.0
"Reddy, D. R. K.",2134,Andhra University,2,0.49,7,50.0
"Sen, Somasri",2134,Jamia Millia Islamia,1,0.41,7,100.0
"Prabhudesai, V.",2134,Tata Institute of Fundamental Research,1,0.45,7,100.0
"Dahiya, Harleen",2134,Dr B R Ambedkar National Institute of Technology Jalandhar,1,0.68,7,100.0
"Mukherjee, G. K.",2134,Indian Institute of Geomagnetism,2,0.21,7,100.0
"Bhattacharya, Samarpita",2134,Indian Institute of Engineering Science Technology Shibpur (IIEST),1,0.33,7,100.0
"Singh, Arun Kumar",2134,Pt. Ravishankar Shukla University,1,0.26,7,100.0
"Kulkarni, Pradeep",2134,North Maharashtra University,1,0.28,7,100.0
"Banerjee, S. K.",2134,Amity University,1,0.26,7,100.0
"Malvimat, Vinay",2134,University of Hyderabad,1,0.6,7,100.0
"Ghosh, Sanjay K.",2134,Bose Institute,3,0.14,7,66.67
"Sinha, Monika",2134,Indian Institute of Science (IISC) - Bangalore,1,0.28,7,100.0
"Raman, V. Venkata",2134,Physical Research Laboratory - India,2,0.13,7,50.0
"Sanjeevi, S.",2134,Anna University Chennai,2,0.24,7,100.0
"Pandey, L. P.",2134,Jamia Millia Islamia,2,0.23,7,50.0
"Paul, Samir K.",2134,SN Bose National Centre for Basic Science,2,0.19,7,100.0
"Dewangan, Lokesh Kumar",2134,Physical Research Laboratory - India,1,0.28,7,100.0
"Mathew, Tiju Joseph",2134,University of Kerala,1,0.35,7,100.0
"Balachandran, N.",2134,Mahatma Gandhi University,1,0.45,7,100.0
"Digal, Sanatan",2134,Institute of Mathematical Sciences (IMSc) India,1,0.34,7,100.0
"Pichaimani, Kumaravel",2134,Indian Institute of Astrophysics,1,0.37,7,100.0
"Kundu, A.",2134,Tata Institute of Fundamental Research,2,0.46,7,100.0
"Kulshreshtha, Daya Shankar",2134,University of Delhi,2,0.48,7,100.0
"Sodha, Mahendra Singh",2134,Lucknow University,1,0.45,7,100.0
"Singh, Santosh K.",2134,Physical Research Laboratory - India,2,0.19,7,100.0
"Singh, L. P.",2134,Banaras Hindu University,3,0.12,7,66.67
"Neupane, Ishwaree P.",2134,Inter-University Centre for Astronomy & Astrophysics,1,0.31,7,100.0
"Sule, A.",2134,Tata Institute of Fundamental Research,2,0.12,7,100.0
"Singh, Veeresh",2134,Tata Institute of Fundamental Research,1,0.98,7,100.0
"Suneeta, Vardarajan",2134,Indian Institute of Science Education & Research (IISER) - Pune,2,0.22,7,100.0
"Subramanian, K. P.",2134,Physical Research Laboratory - India,2,0.49,7,100.0
"Pandey, V. S.",2134,National Institute of Technology Delhi,1,0.6,7,100.0
"Suklabaidya, Abinash",2134,Assam University,1,0.28,7,100.0
"Subrahmanyan, Ravi",2134,Indian Institute of Science (IISC) - Bangalore,1,0.98,7,100.0
"Rao, Anjali",2134,Physical Research Laboratory - India,1,0.37,7,100.0
"Kumar, S.",2134,Aryabhatta Research Institute of Observational Sciences,1,0.6,7,100.0
"Priya, Thambaje Gopalan",2134,Indian Institute of Astrophysics,1,0.37,7,100.0
"Chandra, S.",2134,Lovely Professional University,4,0.13,7,50.0
"Kumar, Nagendra",2134,Inter-University Centre for Astronomy & Astrophysics,1,0.6,7,100.0
"Pahari, Mayukh",2134,Pt. Ravishankar Shukla University,1,0.45,7,100.0
"Kulshreshtha, Usha",2134,University of Delhi,2,0.48,7,100.0
"Pradhan, Ananta C.",2134,Indian Institute of Astrophysics,2,0.15,7,100.0
"Ahmad, I.",2134,Jamia Millia Islamia,2,0.23,7,50.0
"Bhowmick, D.",2134,University of Calcutta,1,0.4,7,100.0
"Banerjee, Ratna",2134,University of Rajasthan,1,0.26,7,100.0
"Banerjee, S. B.",2134,Physical Research Laboratory - India,2,0.29,7,100.0
"Bora, Archana",2134,Gauhati University,2,0.14,7,100.0
"Bora, Archana",2134,Inter-University Centre for Astronomy & Astrophysics,2,0.14,7,100.0
"Kotikalapudi, Amareswari",2134,Indian Institute of Astrophysics,1,0.37,7,100.0
"Kumar, Sanjeev",2134,University of Delhi,2,0.48,7,100.0
"Mishra, Rinku",2134,Tezpur University,1,0.41,7,100.0
"Sethi, Shiv",2134,Indian Institute of Science (IISC) - Bangalore,1,0.98,7,100.0
"Bora, S. N.",2134,Indian Institute of Technology (IIT) - Guwahati,1,0.39,7,100.0
"Sharma, Raghunandan",2134,Physical Research Laboratory - India,2,0.13,7,100.0
"Lakhchaura, Kiran",2134,Tata Institute of Fundamental Research,5,0.08,7,60.0
"Raghunathan, A.",2134,Indian Institute of Science (IISC) - Bangalore,1,0.98,7,100.0
"Goswami, Gaurav",2134,Physical Research Laboratory - India,2,0.58,7,100.0
"Mohan, Rekhesh",2134,Indian Institute of Astrophysics,2,0.23,7,100.0
"Gaur, H.",2134,Inter-University Centre for Astronomy & Astrophysics,1,0.98,7,100.0
"Pathak, Amit",2134,Indian Institute of Astrophysics,2,0.15,7,100.0
Abhishek,2134,Indian Institute of Technology (IIT) - Bombay,1,0.36,7,100.0
"Chaturvedi, Pankaj",2247,Indian Institute of Technology (IIT) - Kanpur,1,0.58,6,100.0
"Hancock, P.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Bhattacharya, Debbijoy",2247,Manipal University,2,0.16,6,50.0
"Bhattacharya, Debbijoy",2247,Inter-University Centre for Astronomy & Astrophysics,1,0.32,6,100.0
"Banerjee, Debarghya",2247,Indian Institute of Science (IISC) - Bangalore,1,0.59,6,100.0
"Bharadwaj, S.",2247,Indian Institute of Technology (IIT) - Kharagpur,1,0.84,6,100.0
"Pathak, A.",2247,Indian Institute of Astrophysics,1,0.28,6,100.0
"Agarwal, A.",2247,University of Gorakhpur,1,0.84,6,100.0
"Subrahmanyan, R.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Oshima, A.",2247,Tata Institute of Fundamental Research,1,0.3,6,100.0
"Nair, K. U.",2247,Indian Institute of Geomagnetism,1,0.52,6,100.0
"Sarkar, Abir",2247,Raman Research Institute,1,0.92,6,100.0
"Raychaudhuri, Probhas",2247,University of Calcutta,1,0.24,6,100.0
"Modi, C.",2247,Indian Institute of Technology (IIT) - Bombay,1,0.92,6,100.0
"Purohit, Avadhut",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Patel, Arpit R.",2247,Physical Research Laboratory - India,1,0.73,6,100.0
"Chakraborty, Sarani",2247,Assam University,1,1.04,6,100.0
"De, Aritra",2247,Inter-University Centre for Astronomy & Astrophysics,1,0.58,6,100.0
"Raghav, Anil",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Biswas, Ritabrata",2247,Indian Institute of Science (IISC) - Bangalore,2,0.16,6,50.0
"Pradhan, A. C.",2247,Indian Institute of Astrophysics,1,0.28,6,100.0
"Naidu, V. V. S.",2247,Andhra University,1,0.3,6,100.0
"Mitchell, D. A.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Joshipura, K. N.",2247,Sardar Patel University,2,0.19,6,100.0
"Goswami, Umananda Dev",2247,Dibrugarh University,3,0.18,6,66.67
"Patankar, Anirudha",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Macquart, J. P.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Priya, Devarapalli Shanti",2247,Osmania University,3,0.11,6,66.67
"Ray, Rajarshi",2247,Bose Institute,1,0.35,6,100.0
"Lata, Hem",2247,Kumaun University,1,0.29,6,100.0
"Murphy, T.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Francis, Ng K.",2247,Gauhati University,1,0.39,6,100.0
"Francis, Ng K.",2247,Tezpur University,1,0.39,6,100.0
"Sarkar, A. K.",2247,Indian Institute of Technology (IIT) - Kharagpur,1,0.84,6,100.0
"Vhatkar, R. S.",2247,Shivaji University,2,0.37,6,50.0
"Rudraswami, N. G.",2247,Council of Scientific & Industrial Research (CSIR) - India,1,0.84,6,100.0
"Rudraswami, N. G.",2247,National Institute of Oceanography - India,1,0.84,6,100.0
"Banerjee, D.",2247,Saha Institute of Nuclear Physics,1,0.52,6,100.0
"Barui, S.",2247,University of Calcutta,3,0.13,6,100.0
"Kumar, D.",2247,Gauhati University,1,0.39,6,100.0
"Jayakumar, K.",2247,Indian Institute of Astrophysics,2,0.14,6,100.0
"Jain, P.",2247,Indian Institute of Technology (IIT) - Kanpur,1,0.23,6,100.0
"Banerjee, Pinaki",2247,Institute of Mathematical Sciences (IMSc) India,1,0.65,6,100.0
"Webster, R. L.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Roy, Pradip K.",2247,Saha Institute of Nuclear Physics,1,0.35,6,100.0
"Suresh, K.",2247,Madurai Kamaraj University,3,0.23,6,100.0
"Ray, Suryadeep",2247,Inter-University Centre for Astronomy & Astrophysics,1,0.19,6,100.0
"Pathak, Shankar Dayal",2247,Lucknow University,3,0.15,6,66.67
"Jeeva, K.",2247,Indian Institute of Geomagnetism,1,0.52,6,100.0
"Pradhan, Pragati",2247,University of North Bengal,2,0.25,6,100.0
"Adhya, Souvik Priyam",2247,Saha Institute of Nuclear Physics,1,0.35,6,100.0
"Priyal, M.",2247,Indian Institute of Astrophysics,1,0.39,6,100.0
"Roy, Anusua",2247,Jadavpur University,1,0.23,6,100.0
"Saini, Shailendra",2247,National Centre for Antarctic & Ocean Research (NCAOR),1,0.24,6,100.0
"Vig, S.",2247,Tata Institute of Fundamental Research,2,0.26,6,50.0
"Chandrashekar, Praveen",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"De, J. N.",2247,Saha Institute of Nuclear Physics,1,0.4,6,100.0
"Devi, A. Senorita",2247,Manipur University,1,0.23,6,100.0
"Lahiri, Sayantani",2247,Jadavpur University,1,0.46,6,100.0
"Rajpurohit, Arvind Singh",2247,Physical Research Laboratory - India,1,0.28,6,100.0
"De, S. S.",2247,University of Calcutta,3,0.13,6,100.0
"Radha, S.",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Duorah, Kalpana",2247,Gauhati University,3,0.18,6,100.0
"Gupta, Vivek",2247,Aligarh Muslim University,1,0.24,6,100.0
"Muthu, C.",2247,Indian Institute of Astrophysics,1,0.24,6,100.0
"Agnihotri, Pratik",2247,Indian Institute of Technology (IIT) - Kanpur,1,0.29,6,100.0
"Sil, A.",2247,Jadavpur University,2,0.26,6,100.0
"Sarpotdar, Padmanabh",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Joshi, R.",2247,Inter-University Centre for Astronomy & Astrophysics,1,0.84,6,100.0
"Kumari, Anju",2247,Indian Institute of Technology (IIT) - Delhi,3,0.17,6,100.0
"Guharay, A.",2247,Physical Research Laboratory - India,1,0.35,6,100.0
"Yadav, Sushil",2247,University of Delhi,4,0.1,6,75.0
"Vemareddy, Panditi",2247,Indian Institute of Astrophysics,2,0.42,6,100.0
"Jain, C.",2247,University of Delhi,1,0.24,6,100.0
"Jain, C.",2247,Raman Research Institute,1,0.24,6,100.0
"Haldar, D. K.",2247,University of Calcutta,3,0.13,6,100.0
"Garai, S.",2247,Saha Institute of Nuclear Physics,1,0.52,6,100.0
"Ord, S. M.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Bulusu, Jayashree",2247,Indian Institute of Geomagnetism,3,0.21,6,100.0
"Chakrabarti, N.",2247,Saha Institute of Nuclear Physics,1,0.52,6,100.0
"Agrawal, P. C.",2247,Tata Institute of Fundamental Research,1,0.28,6,100.0
"Chakraborty, Trina",2247,Indian Statistical Institute Kolkata,1,0.65,6,100.0
"Ajith, K. K.",2247,Indian Institute of Geomagnetism,3,0.28,6,66.67
"Shah, Bhumi",2247,Physical Research Laboratory - India,1,0.73,6,100.0
"Borah, Manikanta",2247,Tezpur University,2,0.41,6,100.0
"Tingay, S. J.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Gurada, Chetan",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Rokade, M. V.",2247,Shivaji University,1,0.73,6,100.0
"Singh, K. Y.",2247,Manipur University,1,0.23,6,100.0
"Pai, Chintamani",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Luis, Alvarinho J.",2247,National Centre for Antarctic & Ocean Research (NCAOR),1,0.4,6,100.0
"Chitnis, Abhishek",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Roy, Jayashree",2247,Gauhati University,1,0.28,6,100.0
"Roy, Jayashree",2247,Tata Institute of Fundamental Research,1,0.28,6,100.0
"Resmi, Lekshmi",2247,Tata Institute of Fundamental Research,1,0.32,6,100.0
"Pant, Chandra Kala",2247,Kumaun University,1,0.29,6,100.0
"Ratnam, D. Venkata",2247,Osmania University,1,0.23,6,100.0
"Gaensler, B. M.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Devasia, Cn.",2247,Vikram Sarabhai Space Center (VSSC),1,0.23,6,100.0
"Nazia, A. A.",2247,Indian Institute of Astrophysics,1,0.39,6,100.0
"Chakraborty, Sagar",2247,Indian Institute of Technology (IIT) - Kanpur,2,0.27,6,100.0
"Mukherjee, Amitabha",2247,University of Delhi,2,0.45,6,100.0
"Joarder, Partha S.",2247,Bose Institute,2,0.2,6,50.0
"Furuuchi, Kazuyuki",2247,Manipal University,2,0.4,6,100.0
"Wayth, R. B.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Das, Subrata Kumar",2247,Indian Institute of Tropical Meteorology (IITM),1,0.45,6,100.0
"Biswas, Sayan",2247,Bose Institute,1,0.4,6,100.0
"Dumka, U. C.",2247,Aryabhatta Research Institute of Observational Sciences,1,0.35,6,100.0
"Sengupta, Gautam",2247,Indian Institute of Technology (IIT) - Kanpur,1,0.58,6,100.0
"Majumder, Sarbani",2247,Bose Institute,1,0.35,6,100.0
"Som, S.",2247,Jadavpur University,2,0.26,6,100.0
"Mukherji, Sudipta",2247,Institute of Physics Bhubaneswar (IOPB),2,0.27,6,100.0
"Skakala, Jozef",2247,Indian Institute of Science Education & Research (IISER) - Thiruvananthapuram,3,0.2,6,100.0
"Reddi, C. Raghava",2247,Andhra University,1,0.23,6,100.0
"Mondal, Tanmoy",2247,Indian Institute of Technology (IIT) - Gandhinagar,1,0.92,6,100.0
"Pal, Palash B.",2247,Saha Institute of Nuclear Physics,2,0.16,6,100.0
"Jawak, Shridhar D.",2247,National Centre for Antarctic & Ocean Research (NCAOR),1,0.4,6,100.0
"Patel, N. C.",2247,Sardar Vallabhbhai National Institute of Technology,1,1.26,6,100.0
"Pahari, Mayukh",2247,University of Pune,2,0.13,6,100.0
"Jain, Shilpi",2247,University of Rajasthan,1,0.2,6,100.0
"Karmakar, P. K.",2247,Tezpur University,4,0.23,6,100.0
"Paul, Suman",2247,University of Calcutta,3,0.13,6,100.0
"Das, U.",2247,Physical Research Laboratory - India,1,0.24,6,100.0
"Maity, Debaprasad",2247,Indian Association for the Cultivation of Science,1,0.3,6,100.0
"Maity, Debaprasad",2247,Indian Association for the Cultivation of Science (IACS) - Jadavpur,1,0.3,6,100.0
"Verma, R. P.",2247,Tata Institute of Fundamental Research,2,0.26,6,50.0
"Pathak, Hari Datt",2247,Kumaun University,1,0.29,6,100.0
"Maurya, Anju",2247,University of Gorakhpur,1,0.32,6,100.0
"Roy, Nandan",2247,Indian Institute of Science Education & Research (IISER) - Kolkata,1,0.66,6,100.0
"Biswas, Sujay Kr.",2247,Jadavpur University,1,1.04,6,100.0
"Gupta, R. P.",2247,Indian Institute of Technology (IIT),1,0.39,6,100.0
"Sadhu, Amruta",2247,Indian Institute of Science Education & Research (IISER) - Pune,1,0.39,6,100.0
"Desai, Vishal",2247,Indian Institute of Geomagnetism,1,0.35,6,100.0
"Das, Tapas Kumar",2247,SN Bose National Centre for Basic Science,1,0.39,6,100.0
"Ray, Samriddhi Sankar",2247,Tata Institute of Fundamental Research,1,0.59,6,100.0
"Mehata, Mohan Singh",2247,Kumaun University,1,0.29,6,100.0
"Dey, S.",2247,Council of Scientific & Industrial Research (CSIR) - India,1,0.84,6,100.0
"Dey, S.",2247,Indian Institute of Technology (IIT) - Roorkee,1,0.84,6,100.0
"Dey, S.",2247,National Institute of Oceanography - India,1,0.84,6,100.0
"Trott, C.",2247,Tata Institute of Fundamental Research,1,0.84,6,100.0
"Joby, P. K.",2247,Indian Institute of Astrophysics,1,0.92,6,100.0
"Chakraborty, Rupa",2388,Institute of Advanced Study in Science & Technology - India,2,0.12,5,100.0
"Singh, Priyanka",2388,Raman Research Institute,1,0.7,5,100.0
"Kumar, Sandeep",2388,Indian Institute of Geomagnetism,2,0.49,5,100.0
"Vahia, M. N.",2388,Tata Institute of Fundamental Research,1,0.2,5,100.0
"Kumar, Rajesh",2388,University of Gorakhpur,1,0.32,5,100.0
"Das, Ashmita",2388,Indian Association for the Cultivation of Science,3,0.15,5,100.0
"Das, Ashmita",2388,Indian Association for the Cultivation of Science (IACS) - Jadavpur,3,0.15,5,100.0
"Tripathy, Prasanta K.",2388,Indian Institute of Technology (IIT) - Madras,2,0.32,5,100.0
"Duhan, S. K.",2388,Tata Institute of Fundamental Research,1,0.32,5,100.0
"Dorjai, T.",2388,Indian Institute of Astrophysics,1,0.32,5,100.0
"Batra, Neelam Dhanda",2388,Malaviya National Institute of Technology Jaipur,1,0.43,5,100.0
